ts,apf,avoltage,acurrent,awattage,bpf,bvoltage,bcurrent,bwattage
1606944208,860,12255,1240,129,888,12258,1240,134
1606944210,860,12257,1240,129,884,12260,1240,134
1606944212,858,12246,1240,129,882,12249,1240,133
1606944214,864,12296,1240,131,894,12300,1240,135
1606944216,863,12241,1240,130,885,12244,1240,133
1606944218,859,12246,1240,129,883,12249,1240,133
1606944220,859,12246,1240,129,884,12249,1240,133
1606944222,860,12256,1240,129,884,12259,1240,134
1606944224,861,12245,1240,130,886,12248,1240,133
1606944226,861,12254,1240,130,884,12257,1240,133
1606944228,860,12244,1240,129,883,12247,1240,133
1606944230,860,12253,1240,129,884,12256,1240,133
1606944232,860,12247,1240,129,882,12250,1240,133
1606944234,861,12250,1240,130,885,12253,1240,133
1606944236,861,12251,1240,130,881,12254,1240,133
1606944238,862,12260,1240,131,884,12263,1240,134
1606944240,861,12251,1240,130,882,12254,1240,133
1606944242,861,12253,1240,130,889,12256,1240,134
1606944244,863,12242,1240,130,883,12246,1240,133
1606944246,861,12237,1240,130,880,12240,1240,132
1606944248,862,12247,1240,130,882,12250,1240,133
1606944250,861,12243,1240,130,883,12246,1240,133
1606944252,861,12244,1240,130,881,12247,1240,133
1606944254,861,12239,1240,130,881,12242,1240,133
1606944256,861,12250,1240,130,882,12253,1240,133
1606944258,861,12243,1240,130,884,12246,1240,133
1606944260,863,12258,1240,130,883,12262,1240,134
1606944262,859,12243,1240,129,884,12246,1240,133
1606944264,861,12251,1240,130,882,12254,1240,133
1606944266,860,12244,1240,129,880,12247,1240,132
1606944268,863,12255,1240,130,882,12258,1240,133
1606944270,860,12247,1240,129,884,12250,1240,133
1606944272,863,12263,1240,131,881,12266,1240,133
1606944274,861,12248,1240,130,884,12251,1240,133
1606944276,861,12259,1240,130,885,12262,1240,134
1606944278,861,12252,1240,130,888,12255,1240,134
1606944280,860,12259,1240,130,878,12262,1240,133
1606944282,859,12247,1240,129,884,12250,1240,133
1606944284,860,12254,1240,129,882,12257,1240,133
1606944292,858,12249,1240,129,882,12252,1240,133
1606944294,865,12237,1280,134,881,12240,1240,133
1606944296,859,12241,1240,129,882,12244,1240,133
1606944298,857,12229,1240,129,887,12232,1240,133
1606944300,858,12239,1240,129,880,12242,1240,132
1606944302,857,12236,1240,129,881,12239,1240,133
1606944304,857,12237,1240,129,880,12241,1240,132
1606944306,861,12235,1240,130,883,12238,1240,133
1606944308,857,12243,1240,129,881,12246,1240,133
1606944310,856,12233,1240,129,882,12236,1240,133
1606944312,857,12239,1240,129,880,12243,1240,132
1606944314,857,12237,1240,129,885,12241,1240,133
1606944316,857,12239,1240,129,879,12242,1240,132
1606944318,857,12235,1240,129,879,12238,1240,132
1606944320,857,12243,1240,129,892,12246,1240,134
1606944322,855,12230,1240,129,879,12233,1240,132
1606944324,857,12242,1240,129,878,12245,1240,132
1606944326,857,12243,1240,129,883,12246,1240,133
1606944328,857,12243,1240,129,881,12246,1240,133
1606944330,855,12234,1240,129,882,12237,1240,133
1606944332,857,12250,1240,129,888,12253,1240,134
1606944334,858,12249,1240,129,882,12253,1280,137
1606944336,859,12259,1240,130,884,12262,1280,137
1606944338,858,12251,1240,129,883,12254,1280,137
1606944340,859,12268,1240,130,887,12271,1280,139
1606944342,857,12234,1240,129,879,12237,1240,132
1606944344,857,12234,1240,129,880,12237,1240,132
1606944346,864,12220,1240,130,878,12223,1240,132
1606944348,859,12230,1240,129,877,12233,1240,132
1606944350,859,12236,1240,129,880,12239,1240,132
1606944352,855,12222,1240,129,877,12225,1240,132
1606944354,863,12219,1240,130,878,12222,1240,132
1606944356,863,12213,1240,130,884,12216,1240,133
1606944358,855,12227,1240,129,880,12230,1240,132
1606944360,864,12218,1240,130,890,12221,1240,134
1606944362,857,12226,1240,129,880,12229,1240,132
1606944364,864,12217,1240,130,885,12220,1240,133
1606944366,862,12216,1240,130,889,12219,1240,134
1606944368,862,12213,1240,130,895,12216,1240,135
1606944370,864,12220,1240,130,876,12223,1240,132
1606944372,862,12210,1240,130,890,12213,1240,134
1606944374,853,12223,1200,124,880,12226,1240,132
1606944376,861,12216,1200,125,892,12219,1240,134
1606944378,853,12228,1200,124,877,12231,1240,132
1606944380,853,12223,1200,124,878,12226,1240,132
1606944382,853,12225,1200,124,876,12228,1240,132
1606944384,863,12217,1200,125,888,12220,1240,134
1606944386,854,12227,1200,124,873,12230,1240,131
1606944388,862,12215,1200,125,885,12218,1240,133
1606944390,862,12221,1200,125,873,12224,1240,131
1606944392,862,12214,1200,125,881,12217,1240,133
1606944394,852,12223,1200,124,874,12226,1240,131
1606944396,863,12218,1200,125,887,12221,1240,133
1606944398,854,12223,1200,124,871,12226,1240,131
1606944400,863,12221,1200,125,874,12225,1240,131
1606944402,855,12235,1200,124,874,12238,1240,131
1606944404,855,12226,1200,124,876,12230,1240,132
1606944406,853,12230,1200,124,876,12233,1240,132
1606944408,861,12215,1200,125,887,12218,1240,133
1606944412,853,12226,1200,124,875,12229,1240,132
1606944414,853,12226,1200,124,875,12229,1240,132
1606944416,862,12214,1200,125,887,12217,1240,133
1606944418,852,12229,1200,124,874,12232,1240,131
1606944420,862,12217,1200,125,887,12220,1240,133
1606944422,863,12221,1200,125,889,12224,1240,134
1606944424,861,12203,1200,125,891,12206,1240,134
1606944426,860,12213,1200,125,890,12216,1240,134
1606944428,861,12206,1200,125,886,12209,1240,133
1606944430,861,12218,1200,125,883,12221,1240,133
1606944432,861,12205,1200,125,886,12208,1240,133
1606944434,861,12220,1200,125,887,12223,1240,133
1606944436,863,12209,1200,125,882,12212,1240,133
1606944438,852,12226,1200,124,886,12229,1240,133
1606944440,861,12209,1200,125,885,12212,1240,133
1606944442,861,12215,1200,125,886,12218,1240,133
1606944444,859,12207,1200,125,885,12210,1240,133
1606944446,862,12219,1200,125,888,12223,1240,134
1606944448,859,12208,1200,125,885,12211,1240,133
1606944450,852,12225,1200,124,888,12228,1240,134
1606944452,859,12203,1200,125,888,12206,1240,134
1606944454,860,12217,1200,125,892,12220,1240,134
1606944456,861,12220,1200,125,887,12221,1240,133
1606944458,859,12201,1200,125,889,12204,1240,134
1606944460,859,12212,1200,125,885,12215,1240,133
1606944462,859,12205,1200,125,889,12208,1240,134
1606944464,861,12215,1200,125,891,12218,1240,134
1606944466,860,12209,1200,125,889,12212,1240,134
1606944468,860,12214,1200,125,886,12217,1240,133
1606944470,859,12206,1200,125,878,12210,1240,132
1606944472,861,12216,1200,125,887,12220,1240,133
1606944474,860,12210,1200,125,882,12213,1240,133
1606944476,861,12214,1200,125,883,12217,1240,133
1606944478,861,12213,1200,125,885,12216,1240,133
1606944480,861,12213,1200,125,883,12216,1240,133
1606944482,859,12201,1200,125,885,12204,1240,133
1606944484,861,12214,1200,125,882,12217,1240,133
1606944486,861,12206,1200,125,884,12209,1240,133
1606944488,861,12218,1200,125,881,12221,1240,133
1606944490,852,12227,1200,124,877,12230,1240,132
1606944498,865,12212,1200,126,884,12215,1240,133
1606944500,863,12212,1200,125,883,12215,1240,133
1606944502,863,12208,1200,125,885,12211,1240,133
1606944504,865,12209,1200,126,881,12212,1240,133
1606944506,864,12205,1200,126,879,12208,1240,132
1606944508,865,12219,1200,126,881,12222,1240,133
1606944510,861,12212,1200,125,889,12216,1240,134
1606944512,865,12214,1200,126,888,12217,1240,134
1606944514,861,12201,1200,125,885,12204,1240,133
1606944516,861,12212,1200,125,884,12215,1240,133
1606944518,861,12202,1200,125,887,12205,1240,133
1606944520,861,12209,1200,125,880,12212,1240,132
1606944522,861,12196,1200,125,881,12199,1240,133
1606944524,863,12216,1200,125,881,12219,1240,133
1606944526,861,12212,1200,125,881,12215,1240,133
1606944528,868,12215,1200,126,884,12218,1240,133
1606944530,861,12213,1200,125,885,12216,1240,133
1606944532,859,12202,1200,125,883,12205,1240,133
1606944534,861,12193,1200,125,879,12197,1240,132
1606944536,860,12210,1200,125,884,12213,1240,133
1606944538,861,12202,1200,125,879,12205,1240,132
1606944540,861,12208,1200,125,883,12211,1240,133
1606944542,861,12202,1200,125,879,12205,1240,132
1606944544,861,12205,1200,125,881,12208,1240,133
1606944546,861,12201,1200,125,882,12205,1240,133
1606944548,862,12211,1200,125,877,12214,1240,132
1606944550,859,12197,1200,125,878,12200,1240,132
1606944552,861,12203,1200,125,875,12206,1240,132
1606944554,860,12195,1200,125,881,12198,1240,133
1606944556,860,12203,1200,125,877,12207,1240,132
1606944558,859,12186,1200,125,880,12189,1240,132
1606944560,862,12194,1200,125,882,12197,1240,133
1606944562,862,12184,1200,125,882,12187,1240,133
1606944564,864,12187,1200,126,875,12190,1240,132
1606944566,862,12201,1200,125,884,12204,1240,133
1606944568,860,12194,1200,125,876,12197,1240,132
1606944570,860,12200,1200,125,881,12204,1240,133
1606944572,863,12198,1200,125,884,12202,1240,133
1606944574,852,12232,1200,124,872,12235,1240,131
1606944576,858,12189,1200,125,882,12192,1240,133
1606944578,861,12198,1200,125,881,12201,1240,133
1606944580,858,12185,1200,125,881,12188,1240,133
1606944582,860,12206,1200,125,881,12209,1240,133
1606944584,861,12211,1200,125,884,12214,1240,133
1606944586,859,12210,1200,125,879,12213,1240,132
1606944588,860,12200,1200,125,879,12203,1240,132
1606944590,859,12202,1200,125,879,12205,1240,132
1606944592,859,12195,1200,125,881,12198,1240,133
1606944594,853,12235,1200,124,878,12239,1240,132
1606944602,848,12222,1200,123,871,12225,1240,131
1606944610,848,12230,1200,123,875,12233,1280,136
1606944612,855,12209,1200,124,885,12213,1240,133
1606944614,848,12227,1200,123,875,12230,1280,136
1606944616,856,12217,1200,124,887,12220,1240,133
1606944618,856,12206,1200,124,877,12210,1240,132
1606944620,856,12199,1200,124,873,12202,1240,131
1606944622,856,12215,1200,124,880,12218,1240,132
1606944624,854,12192,1200,124,878,12195,1240,132
1606944626,847,12230,1200,123,878,12233,1240,132
1606944628,854,12190,1200,124,882,12193,1240,133
1606944630,856,12217,1200,124,885,12220,1240,133
1606944632,852,12186,1200,124,880,12190,1240,132
1606944634,855,12207,1200,124,881,12211,1240,133
1606944636,854,12193,1200,124,879,12196,1240,132
1606944638,855,12199,1200,124,880,12202,1240,132
1606944640,854,12191,1200,124,879,12194,1240,132
1606944642,854,12197,1200,124,882,12200,1240,133
1606944644,854,12189,1200,124,877,12192,1240,132
1606944646,856,12210,1200,124,879,12214,1240,132
1606944648,852,12179,1200,124,877,12182,1240,132
1606944650,854,12193,1200,124,879,12197,1240,132
1606944652,854,12185,1200,124,875,12189,1240,132
1606944654,853,12191,1200,124,881,12194,1240,133
1606944656,853,12181,1200,124,880,12185,1240,132
1606944658,853,12187,1200,124,881,12190,1240,133
1606944660,852,12181,1200,124,877,12184,1240,132
1606944662,854,12194,1200,124,879,12197,1240,132
1606944664,852,12177,1200,124,880,12181,1240,132
1606944666,854,12195,1200,124,875,12199,1240,132
1606944668,854,12196,1200,124,880,12199,1240,132
1606944670,852,12181,1200,124,879,12184,1240,132
1606944672,854,12194,1200,124,881,12197,1240,133
1606944674,849,12187,1160,119,879,12190,1240,132
1606944676,848,12201,1160,119,874,12204,1240,131
1606944678,859,12192,1120,116,872,12195,1240,131
1606944680,859,12192,1120,116,881,12195,1240,133
1606944682,859,12192,1120,116,881,12195,1240,133
1606944684,860,12195,1120,116,877,12199,1240,132
1606944686,858,12188,1120,116,875,12191,1240,132
1606944688,860,12214,1120,116,881,12217,1240,133
1606944690,859,12196,1120,116,883,12199,1240,133
1606944698,862,12194,1120,117,874,12197,1240,131
1606944700,859,12199,1120,116,876,12202,1240,132
1606944702,859,12191,1120,116,877,12194,1240,132
1606944704,861,12197,1120,117,880,12200,1240,132
1606944706,858,12187,1120,116,879,12190,1240,132
1606944708,860,12201,1120,116,875,12204,1240,132
1606944710,858,12188,1120,116,879,12191,1240,132
1606944712,860,12194,1120,116,880,12197,1240,132
1606944714,857,12186,1120,116,880,12189,1240,132
1606944716,860,12195,1120,116,879,12198,1240,132
1606944718,858,12187,1120,116,879,12190,1240,132
1606944720,859,12192,1120,116,879,12195,1240,132
1606944722,857,12180,1120,116,870,12183,1240,131
1606944724,859,12195,1120,116,883,12198,1240,133
1606944726,857,12174,1120,116,877,12177,1240,131
1606944728,859,12190,1120,116,879,12193,1240,132
1606944730,858,12185,1120,116,879,12188,1240,132
1606944732,859,12196,1120,116,880,12199,1240,132
1606944734,857,12184,1120,116,877,12187,1240,132
1606944736,858,12194,1120,116,883,12197,1240,133
1606944738,857,12183,1120,116,881,12187,1240,133
1606944740,858,12191,1120,116,879,12194,1240,132
1606944742,858,12189,1120,116,875,12192,1240,132
1606944744,860,12198,1120,116,877,12201,1240,132
1606944746,860,12187,1120,116,873,12191,1240,131
1606944748,858,12196,1120,116,877,12199,1240,132
1606944750,858,12188,1120,116,872,12191,1240,131
1606944752,860,12195,1120,116,877,12198,1240,132
1606944754,859,12190,1120,116,872,12193,1240,131
1606944756,860,12199,1120,116,876,12202,1240,132
1606944758,860,12188,1120,116,872,12191,1240,131
1606944760,860,12199,1120,116,881,12202,1240,133
1606944762,857,12188,1120,116,872,12191,1240,131
1606944764,862,12208,1120,117,879,12211,1240,132
1606944766,860,12189,1120,116,870,12192,1240,131
1606944768,859,12196,1120,116,877,12199,1240,132
1606944770,860,12194,1120,116,876,12197,1240,132
1606944772,860,12191,1120,116,879,12194,1240,132
1606944774,861,12204,1120,117,877,12207,1240,132
1606944776,860,12198,1120,116,879,12201,1240,132
1606944778,861,12204,1120,117,873,12207,1240,131
1606944780,844,12195,1160,119,875,12198,1240,132
1606944782,845,12199,1160,119,875,12202,1240,132
1606944784,845,12188,1160,119,877,12191,1240,132
1606944786,843,12194,1160,118,877,12197,1240,132
1606944788,859,12187,1120,116,876,12190,1240,132
1606944790,863,12205,1120,117,873,12208,1240,131
1606944792,860,12196,1120,116,876,12199,1240,132
1606944794,861,12205,1120,117,872,12208,1240,131
1606944796,859,12189,1120,116,878,12192,1240,132
1606944798,862,12198,1120,117,871,12201,1240,131
1606944800,859,12192,1120,116,872,12195,1240,131
1606944802,860,12193,1120,116,873,12196,1240,131
1606944804,859,12183,1120,116,875,12186,1240,132
1606944806,858,12192,1120,116,875,12195,1240,132
1606944808,858,12179,1120,116,872,12182,1240,131
1606944810,859,12188,1120,116,872,12191,1240,131
1606944812,857,12180,1120,116,872,12183,1240,131
1606944814,858,12198,1120,116,877,12201,1240,132
1606944816,856,12180,1120,116,873,12183,1240,131
1606944818,860,12195,1120,116,877,12198,1240,132
1606944820,857,12186,1120,116,874,12189,1240,131
1606944822,858,12198,1120,116,876,12201,1240,132
1606944824,859,12197,1120,116,877,12200,1240,132
1606944826,860,12204,1120,116,874,12207,1240,131
1606944828,857,12190,1120,116,871,12193,1240,131
1606944830,858,12196,1120,116,874,12199,1240,131
1606944832,858,12190,1120,116,873,12193,1240,131
1606944834,859,12201,1120,116,890,12204,1200,129
1606944836,860,12197,1120,116,872,12200,1240,131
1606944838,860,12202,1120,116,870,12205,1240,131
1606944840,859,12198,1120,116,888,12201,1200,129
1606944842,860,12206,1120,116,872,12209,1240,131
1606944844,860,12194,1120,116,870,12197,1240,131
1606944846,859,12202,1120,116,563,12205,680,46
1606944848,858,12193,1120,116,564,12197,720,49
1606944850,862,12204,1120,117,569,12207,640,44
1606944858,860,12197,1120,116,565,12200,640,44
1606944860,843,12192,1160,118,562,12195,640,43
1606944862,860,12198,1120,116,566,12201,640,44
1606944864,862,12200,1120,117,559,12203,640,43
1606944866,863,12197,1120,117,567,12200,640,44
1606944868,863,12186,1120,117,565,12189,640,44
1606944870,851,12197,1160,119,567,12200,640,44
1606944872,860,12194,1120,116,559,12198,640,43
1606944874,845,12207,1160,119,565,12211,640,44
1606944876,846,12213,1160,119,566,12217,640,44
1606944878,844,12200,1160,119,563,12203,640,43
1606944880,863,12209,1120,117,561,12212,640,43
1606944882,860,12199,1120,116,562,12202,640,43
1606944884,864,12211,1120,117,559,12214,640,43
1606944886,861,12199,1120,117,570,12202,640,44
1606944888,845,12210,1160,119,559,12213,640,43
1606944890,860,12205,1120,116,567,12208,640,44
1606944892,861,12213,1120,117,559,12216,640,43
1606944894,860,12203,1120,116,565,12206,640,44
1606944896,861,12207,1120,117,561,12211,640,43
1606944898,861,12198,1120,117,563,12201,640,43
1606944900,860,12203,1120,116,562,12206,640,43
1606944902,861,12193,1120,117,562,12196,640,43
1606944904,860,12198,1120,116,561,12201,640,43
1606944906,860,12183,1120,116,562,12186,640,43
1606944908,845,12202,1160,119,559,12205,640,43
1606944910,860,12193,1120,116,561,12196,640,43
1606944912,863,12213,1120,117,561,12217,640,43
1606944914,861,12204,1120,117,562,12207,640,43
1606944916,861,12205,1120,117,565,12208,640,44
1606944918,860,12200,1120,116,562,12203,640,43
1606944920,862,12209,1120,117,565,12212,640,44
1606944922,843,12202,1160,118,562,12205,640,43
1606944924,852,12218,1120,115,569,12221,640,44
1606944926,862,12205,1120,117,565,12208,640,44
1606944928,861,12211,1120,117,566,12214,640,44
1606944930,861,12206,1120,117,571,12209,640,44
1606944932,864,12214,1120,117,565,12217,640,44
1606944934,862,12215,1120,117,569,12218,640,44
1606944936,863,12216,1120,117,566,12219,640,44
1606944938,860,12201,1120,116,563,12204,640,43
1606944940,863,12210,1120,117,571,12213,640,44
1606944942,860,12195,1120,116,567,12198,640,44
1606944944,863,12206,1120,117,548,12210,640,42
1606944946,860,12191,1120,116,567,12194,640,44
1606944948,863,12213,1120,117,549,12216,640,42
1606944950,861,12197,1120,117,559,12200,640,43
1606944952,862,12203,1120,117,549,12206,640,42
1606944954,859,12189,1120,116,563,12193,640,43
1606944956,860,12204,1120,116,570,12207,640,44
1606944958,859,12192,1120,116,563,12195,640,43
1606944960,863,12201,1120,117,570,12204,640,44
1606944962,859,12191,1120,116,562,12194,640,43
1606944964,860,12198,1120,116,569,12201,640,44
1606944966,858,12183,1120,116,563,12186,640,43
1606944968,859,12199,1120,116,569,12202,640,44
